created_at,screen_name,text,target
Sat Feb 06 05:30:49 +0000 2016,dash_crazy,"Super excited to click a pic  With Asronaut at  @GoodyearJOJ 
 auto expo 2016  #GYatAutoEXPO16 #GYatEXPO16 and be the lucky one to win FLIP2",Entertainment
Sat Feb 06 05:31:01 +0000 2016,kirtibasal,"Win a JBL Flip 2 At Auto Expo 16!
Head to @GoodyearJOJ stall &amp; take a selfie With Astronaut #GYatAutoExpo16 @roma_cream",Entertainment
Sat Feb 06 05:31:05 +0000 2016,_puneet,People climbing over each other to see a stupid Audi and hardly anyone in front of the GTR... Shame #AutoExpo2016,Automobile
Sat Feb 06 05:31:11 +0000 2016,bharatpress,#Hurray! No toll on DND flyway during Auto Expo - ,Business
Sat Feb 06 05:31:14 +0000 2016,saya_sonam,RT @htcity: Stars and the mean machine! #AutoExpo2016 @aliaa08 @imVkohli #AutoExpo #AudiAtAutoExpo ,Automobile
Sat Feb 06 05:31:28 +0000 2016,JungleeAtma,"Never ever opportunity to Win a JBL Flip 2 At Auto Expo 16, Visit @GoodyearJOJ Stall and bring a selfie With Astronaut #GYatAutoExpo16",Entertainment
Sat Feb 06 05:31:28 +0000 2016,Arnab_Go_Swami,"Awesome opportunity to win Flip 2 
at @AutoExpo2016  visit @GoodyearJOJ Stall ,and click a selfie with the astronaut #GYatAutoEXPO16",Entertainment
Sat Feb 06 05:31:49 +0000 2016,cuteangelnisha,RT @HyundaiIndia: King of Bollywood @iamsrk invites you to come #ExperienceHyundai at #AutoExpo2016. A lot of excitement awaits you. https:…,Entertainment
Sat Feb 06 05:31:49 +0000 2016,saya_sonam,RT @htcity: We bring you a lowdown on this year’s auto fest! #AutoExpo2016 #AutoExpo @Darkequinox24 ,Others
Sat Feb 06 05:32:10 +0000 2016,bhaveshmb3,An JBL Flip 2 is Up For Grab Guys! Just Head to Auto Expo @GoodyearJOJ Stall &amp; click a selfie with astronaut and Tweet using #GYatAutoEXPO16,Entertainment
Sat Feb 06 05:32:20 +0000 2016,SupplyChainPlus,"RT @ETAuto: ETAuto | Auto Expo hits 80k, and it's only Day 1 ",Business
Sat Feb 06 05:32:26 +0000 2016,Arnab_Go_Swami,"wanna win Flip 2 ?
at @AutoExpo2016  visit @GoodyearJOJ Stall 
then a selfie with astronaut can make u win 
#GYatAutoEXPO16",Entertainment
Sat Feb 06 05:32:36 +0000 2016,mitthakarar79,"RT @RenaultIndia: Yoyoboys set the stage on fire with their breathtaking performance for #RenaultAtAutoExpo. Visit us in Hall 15, Stall 19 …",Advertisement
Sat Feb 06 05:32:37 +0000 2016,DevenderSingh93,"Renault's New Eolab Hybrid Concept car runs 100KM/L
#MylerAtExpo @MylesCars @AutoExpo2016 #AutoExpo2016 ",Technology
Sat Feb 06 05:32:38 +0000 2016,TANMAYATYAGI1,AUTO EXPO...I AM COMING...,Others
Sat Feb 06 05:32:59 +0000 2016,bhaveshmb3,I m not gonna miss this opportunity so i m heading to #AutoExpo2016 to click a selfie with Astronaut at @GoodyearJOJ Stall #GYatAutoEXPO16,Entertainment
Sat Feb 06 05:32:59 +0000 2016,mitthakarar79,RT @RenaultIndia: Here's the winning entry for Day 1 of #AutoExpo2016 by Ankush Rai. Congrats to him on winning a Bose Soundlink Mini! http…,Entertainment
Sat Feb 06 05:33:00 +0000 2016,shreyajaiswal22,RT @AutoExpo2016: #Spotted The head turner #Audi #R8 with the game changer @imVkohli at @AudiIN Pavilion at #AETMS16! #AutoExpo2016 https:/…,Automobile
Sat Feb 06 05:33:11 +0000 2016,kpsharma499,RT @ShanayaPHpandey: Ranbir at the 2016 auto expo- omg really looking killer ,Entertainment
Sat Feb 06 05:33:19 +0000 2016,mitthakarar79,RT @RenaultIndia: Catch the revolutionary #Renault EOLAB concept &amp; many more cars at the Renault Pavilion at #AutoExpo2016. #RenaultAtAutoE…,Technology
Sat Feb 06 05:33:28 +0000 2016,JBMAuto,"The 100% percent electric bus is part of the electric vehicle evolution, expressly produced for the future. ",Automobile
Sat Feb 06 05:33:35 +0000 2016,Bhavikklilawala,RT @minnakshidas: The awesome @TheJohnAbraham ?at the Auto Expo 2016 @India_Yamaha @Nissan_India ,Others
Sat Feb 06 05:33:49 +0000 2016,ShyamNBT,#AutoExpo2016 ??? ???? ?????? @SrBachchan ?? ??? ?????? @NBTDilli ,Others
Sat Feb 06 05:33:56 +0000 2016,SRKUniverseRU,RT @HyundaiIndia: King of Bollywood @iamsrk invites you to come #ExperienceHyundai at #AutoExpo2016. A lot of excitement awaits you. https:…,Entertainment
Sat Feb 06 05:33:56 +0000 2016,moodybansal,RT @mybinloveme: @IndiaToday MY BIN Proud To Be Part Of Official Gifting @ #AutoExpo2016. Perfect Sol for ur Car Trash Disposal. .…,Automobile
Sat Feb 06 05:34:01 +0000 2016,sameerrana734,Hurray! No toll on DND flyway during Auto Expo: The Delhi-Noida-Delhi (DND) flyway will be toll free for a des... ,Business
Sat Feb 06 05:34:02 +0000 2016,swargcoming,"RT @indianautos: #Mahindra #Supro #Electric –  

#AETMS2016 #AutoExpo2016 ",Others
Sat Feb 06 05:34:10 +0000 2016,TheQuint,"#AutoExpo2015 | @HyundaiIndia's Concept SUV that could rival Maruti’s #Brezza 
 ",Others
Sat Feb 06 05:34:21 +0000 2016,mohitraj07,"Win Flip 2 at @AutoExpo2016  visit @GoodyearJOJ Stall ,and click a selfie with the astronaut #GYatAutoEXPO16",Entertainment
Sat Feb 06 05:34:23 +0000 2016,Rathore_Sahab,"RT @ZeeNews: Hurray! No toll on DND flyway during Auto Expo
 ",Others
Sat Feb 06 05:34:25 +0000 2016,NBTDilli,#AutoExpo2016 live ,Others
Sat Feb 06 05:34:29 +0000 2016,SevanMirror,#HondaNaviworld door05 #The Honda Experience@AutoExpo2016 #Honda,Automobile
Sat Feb 06 05:34:34 +0000 2016,modipreksha,"Awesome opportunity to win Flip 2 
at @AutoExpo2016  visit @GoodyearJOJ Stall ,and click a selfie with the astronaut #GYatAutoEXPO16",Entertainment
Sat Feb 06 05:34:41 +0000 2016,Harry_Graphics,"RT @ZeeNews: Hurray! No toll on DND flyway during Auto Expo
 ",Others
Sat Feb 06 05:34:48 +0000 2016,modipreksha,"I am  really super excited to take a pic  With Asronaut
at @GoodyearJOJ auto expo
2016 #GYatAutoEXPO16",Entertainment
Sat Feb 06 05:34:50 +0000 2016,priyanka_dear,"The @GoodyearJOJ Stall is where all the action is happening!
Visit @AutoExpo2016
Click a selfie with the astronaut to win a JBL FLIP 2!",Others
Sat Feb 06 05:35:01 +0000 2016,baratsrinivas,RT @autocarindiamag: Check out the top 5 motorcycles stealing the show at @AutoExpo2016:  #AETMS16 ,Automobile
Sat Feb 06 05:35:06 +0000 2016,sanj9,RT @anandmahindra: So how many of you think we should make this a production car? What engine capacity? At what prIce? ,Automobile
Sat Feb 06 05:35:22 +0000 2016,baratsrinivas,RT @autocarindiamag: A host of new cars &amp; two-wheelers are on show at #AutoExpo2016. Here's our detailed report:  ht…,Automobile
Sat Feb 06 05:35:22 +0000 2016,Vivek_Nayer,RT @balagopalks: Mahindra always excites us! &amp; now with this monster! @anandmahindra wow. XUV Aero at the auto expo #MakeInIndia .…,Automobile
Sat Feb 06 05:35:33 +0000 2016,RenaultIndia,Excitement heats up for #RenaultAtAutoExpo. Visit us to experience the passion for innovation at #AutoExpo2016 ,Advertisement
Sat Feb 06 05:35:34 +0000 2016,Imsushantj,RT @bmwindia: The young generation loves them too! #FutureOfLuxury #AutoExpo2016 ,Others
Sat Feb 06 05:35:44 +0000 2016,GhanshyamMeeena,RT @FordIndia: #FordMustang has been adjudged the top of the show @autoexpo2016 by @carandbike. Meet this legend at #FordAE2016. .…,Others
Sat Feb 06 05:35:50 +0000 2016,Elakpvtltd,RT @theragers: Loving the @Jaguar #XE tan interior @IanCallum @downshep #KatrinaKaif @AutoExpo2016 ,Automobile
Sat Feb 06 05:35:59 +0000 2016,khalidrafiq141,"Auto Expo 2016 Live Streaming Day 2: Mahindra Aero, Maruti Ignis, Polo GTI to be on display today ",Automobile
Sat Feb 06 05:36:01 +0000 2016,ashishmalik1,RT @balagopalks: Mahindra always excites us! &amp; now with this monster! @anandmahindra wow. XUV Aero at the auto expo #MakeInIndia .…,Automobile
Sat Feb 06 05:36:07 +0000 2016,AutoRevvin,RT @RenaultIndia: Excitement heats up for #RenaultAtAutoExpo. Visit us to experience the passion for innovation at #AutoExpo2016 .…,Advertisement
Sat Feb 06 05:36:14 +0000 2016,Elakpvtltd,"RT @indianautos: #Mercedes S-Class Cabriolet – 

#AutoExpo2016 #BestKeepWinning #AETMS2016 ",Automobile
Sat Feb 06 05:36:17 +0000 2016,shahnawazkarim,#MylerAtExpo @MercedesAMGF1 #AETMS16 @AutoExpo2016 ,Others
Sat Feb 06 05:36:18 +0000 2016,AutoRevvin,RT @balagopalks: Mahindra always excites us! &amp; now with this monster! @anandmahindra wow. XUV Aero at the auto expo #MakeInIndia .…,Automobile
Sat Feb 06 05:36:25 +0000 2016,Elakpvtltd,"RT @SirishChandran: All quiet now but 71,000 people flocked to @AutoExpo2016 on Friday. Could easily double over weekend! ",Business
Sat Feb 06 05:36:30 +0000 2016,HyundaiIndia,3 ICOTY Awards in 3 years are a testimony of people's love for #Hyundai in India. #ExperienceHyundai #AutoExpo2016 ,Entertainment
Sat Feb 06 05:36:32 +0000 2016,Elakpvtltd,"RT @ZeeNews: Love or logic: How car companies are wooing consumers at Auto Expo 2016
 ",Others
Sat Feb 06 05:36:33 +0000 2016,IAMGURPREET1991,#AutoExpo2016 ,Others
Sat Feb 06 05:36:42 +0000 2016,mitthakarar79,RT @RenaultIndia: Excitement heats up for #RenaultAtAutoExpo. Visit us to experience the passion for innovation at #AutoExpo2016 .…,Advertisement
Sat Feb 06 05:36:47 +0000 2016,Elakpvtltd,RT @htcity: Stars and the mean machine! #AutoExpo2016 @aliaa08 @imVkohli #AutoExpo #AudiAtAutoExpo ,Automobile
Sat Feb 06 05:37:02 +0000 2016,christo_rajan,Does this mean it's that bad doing business in India than anywhere in the world? #AutoExpo2016 #RenaultAtAutoExpo  ,Business
Sat Feb 06 05:37:03 +0000 2016,ImAmeer12,RT @HyundaiIndia: 3 ICOTY Awards in 3 years are a testimony of people's love for #Hyundai in India. #ExperienceHyundai #AutoExpo2016 https:…,Entertainment
Sat Feb 06 05:37:12 +0000 2016,Elakpvtltd,"RT @BT_India: NEWS IN PICS: What's hot at #AutoExpo2016: Green cars, compact SUVs, models without engines  …",Automobile
Sat Feb 06 05:37:13 +0000 2016,JBMAuto,JBM Auto's ECOLIFE steals limelight at Auto Expo 2016. ,Automobile
Sat Feb 06 05:37:20 +0000 2016,DBaradiya,"Never ever bfore chance to Win a JBL Flip 2 At Auto Expo 16, Visit @GoodyearJOJ Stall and take a selfie With Astronaut #GYatAutoExpo16",Entertainment
Sat Feb 06 05:37:23 +0000 2016,officialiamak,RT @minnakshidas: The awesome @TheJohnAbraham ?at the Auto Expo 2016 @India_Yamaha @Nissan_India ,Others
Sat Feb 06 05:37:30 +0000 2016,RubenZiliwu,"#ndtv Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in... ",Business
Sat Feb 06 05:37:31 +0000 2016,architaur,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expo...  via @ndtv",Business
Sat Feb 06 05:37:33 +0000 2016,kautukmalviya,RT @RenaultIndia: Excitement heats up for #RenaultAtAutoExpo. Visit us to experience the passion for innovation at #AutoExpo2016 .…,Advertisement
Sat Feb 06 05:37:33 +0000 2016,Elakpvtltd,RT @Javeid_Khan: @JLRIndia #XE unveiled @AutoExpo2016. @MotorBeam #AETMS16. Looks the part. ,
Sat Feb 06 05:37:33 +0000 2016,arpitGuitarKING,"#FollowMe #F2F #FF Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most aw...  #FollowBack #Follow",
Sat Feb 06 05:37:34 +0000 2016,DhoniAnu,"Auto Expo 2016: 79,000 Visitors On the First Day ",
Sat Feb 06 05:37:35 +0000 2016,knitin1887," Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticip... ",
Sat Feb 06 05:37:35 +0000 2016,SWM_87,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:37:35 +0000 2016,PurbaJooshi,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:35 +0000 2016,ThatPoetryGirl,"Auto Expo 2016: 79,000 Visitors On the First Day",
Sat Feb 06 05:37:38 +0000 2016,RubenZiliwu2,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:37:38 +0000 2016,saniyaarora62,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:37:38 +0000 2016,GopiPappiah,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:37:39 +0000 2016,dayotunde25,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:37:39 +0000 2016,FiatIndia,Which new #FIAT did you love the most at the @AutoExpo2016?,
Sat Feb 06 05:37:39 +0000 2016,Patra2050,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:37:39 +0000 2016,Manav_Raj12588,"Auto Expo 2016: 79,000 Visitors On the First Day",
Sat Feb 06 05:37:39 +0000 2016,RavishSahni,"Auto Expo 2016: 79,000 Visitors On the First Day",
Sat Feb 06 05:37:39 +0000 2016,Ramya_Iyer_,"Auto Expo 2016: 79,000 Visitors On the First Day",
Sat Feb 06 05:37:39 +0000 2016,DebMittal,"#FollowBack Auto Expo 2016: 79,000 Visitors On the First Day  #TeamFollowBack",
Sat Feb 06 05:37:40 +0000 2016,ShainaShukla,"Auto Expo 2016: 79,000 Visitors On the First Day",
Sat Feb 06 05:37:40 +0000 2016,Siddy_Mes,"Auto Expo 2016: 79,000 Visitors On the First Day",
Sat Feb 06 05:37:39 +0000 2016,SharmaM_,"Auto Expo 2016: 79,000 Visitors On the First Day",
Sat Feb 06 05:37:40 +0000 2016,AshritaGulati,"#FollowBack Auto Expo 2016: 79,000 Visitors On the First Day  #TeamFollowBack",
Sat Feb 06 05:37:40 +0000 2016,Aradhitaa_Kaul,"Auto Expo 2016: 79,000 Visitors On the First Day",
Sat Feb 06 05:37:40 +0000 2016,Himanshu_Tik,"Auto Expo 2016: 79,000 Visitors On the First Day",
Sat Feb 06 05:37:40 +0000 2016,sachinebatra,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:37:40 +0000 2016,HSakina_,"Auto Expo 2016: 79,000 Visitors On the First Day",
Sat Feb 06 05:37:40 +0000 2016,LRughwani,"Auto Expo 2016: 79,000 Visitors On the First Day",
Sat Feb 06 05:37:40 +0000 2016,palashluckyfas1,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:37:40 +0000 2016,R_r_rajkumar,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:37:41 +0000 2016,ChughMr,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:37:41 +0000 2016,Bobin_James,RT @anandmahindra: So how many of you think we should make this a production car? What engine capacity? At what prIce? ,
Sat Feb 06 05:37:41 +0000 2016,RetweetKiQueen,"#TeamFollowBack Auto Expo 2016: 79,000 Visitors On the First Day  #FollowBack",
Sat Feb 06 05:37:41 +0000 2016,ThatLogicGuy,"#TeamFollowBack Auto Expo 2016: 79,000 Visitors On the First Day  #FollowBack",
Sat Feb 06 05:37:43 +0000 2016,sunitakatyal,@GoodyearJOJ Hey Guys wanna win exciting gifts just participate here with #AutoExpo2016 #GYatExpo16 as I did ,
Sat Feb 06 05:37:45 +0000 2016,satbookings,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:37:45 +0000 2016,Whiskylicious,"Auto Expo 2016: 79,000 Visitors On the First Day",
Sat Feb 06 05:37:45 +0000 2016,ApekshaGodi,"Auto Expo 2016: 79,000 Visitors On the First Day",
Sat Feb 06 05:37:46 +0000 2016,MastaniAankhein,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:37:47 +0000 2016,JawaanChokhra,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:37:49 +0000 2016,sweta_kumari1,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:37:49 +0000 2016,Nishant41886464,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:37:49 +0000 2016,nikitarawat324,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:37:50 +0000 2016,vijaychopra5657,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:37:50 +0000 2016,AnuragV19467308,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:37:50 +0000 2016,VickyRa94056709,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:37:51 +0000 2016,AbhaDeshai,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:51 +0000 2016,karanve77627324,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:37:51 +0000 2016,MeenuShama92,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:51 +0000 2016,rashmi93499769,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:37:51 +0000 2016,DadaBhaiD,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:52 +0000 2016,Chintan_K_,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:52 +0000 2016,ajay54542453,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:37:52 +0000 2016,g86715513,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:37:52 +0000 2016,dhanji_tripathi,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:52 +0000 2016,ThakurRakeshkr,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:52 +0000 2016,razdan_kunal,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,AshokkYdab,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,BadgalAvdesh,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,rohit_manhas_,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,Chauhan_SukhD,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,Lover_Aashish,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,stanzin_angchuk,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,BhanjaVineeta,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,KundalSubin,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,syedjeelanbasha,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,MusicLover_IAm,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,BhatNipun,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,devinder_jatt,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,sandeep_vai_s,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,vaibhav_saini_,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,shrma_sanjeev,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,SinghDinnu,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,ShivaniVrma,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,kushan_sameer,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,IbrhimShamshad,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,anil_khar,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,InPardeep,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,syal_sachin,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,SngGurjeet,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,kapoor_rahat,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,pawankumar_IN,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,bhavneetsingha,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,KarnailRocks,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,GupteshSumit,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,MohdRameezmohd,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,GaulaKumar,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,adit_jai,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,sumitkumarsha,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,puri_rahulpuri,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,ankitalpal,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,sandeep_yoyo,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,chanderprksh_,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,mohitsharma_1,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,ji_nikesh,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,ashwaniKumar_1,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,bipinkumarjha_,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,baloni_sunil,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,arvindtomar_,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,AshishGunta,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:53 +0000 2016,2GuessWhat4,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in...  #news",
Sat Feb 06 05:37:54 +0000 2016,LullaAbhishek,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:54 +0000 2016,Hadia466,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:54 +0000 2016,suraj_s22,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:54 +0000 2016,barkha_bajaj,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
